@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'Draco didnt mock him like he did in the previous book and I was glad for that but he still received laughter from others because of the message he got from his mother the way he tried learning transfiguration and for needing his mother to defend him ',neither
'He isnt learning quick like Harry but I know the time will come and he will become a good wizard and be able to change things into the right objects be able to drive a flying car correctly and defend his friend like he defended him when he needed the saving ',neither
'Hermione was probably my favorite ',character
'She has changed so much and isnt a bossy hightop nerd anymore ',neither
'Shes always at the top able to answer questions before anyone and earning Gryffindor points and that is the reason I loved her a lot more ',character
'What would Gryffindor Harry and Ron do without Hermione',character
'Like my friends have said probably dead or lost because they cant figure out what to do or how things work ',plot
'She actually breaks rules in this book to help Harry and Ron and is also helping them with the secrets they are trying to discover ',neither
'She still supports Harry with his Quidditch matches and is there for them when they need help even when she wasnt supposed toYou might be wondering what the stars mean',neither
'Well like others Ginny was my least favorite character ',character
'I wish she didnt get in the way and wasnt the reason for the secrets but she was also really dumb ',neither
'She acted dumb in front of Harry and tried stepping up for him only embarrassing herself ',neither
'She was embarrassed by her mom because she was accepted into Gryffindor but she was still dumb ',neither
'She didnt have to listen to Riddle and couldve made the choice of leaving everything out ',neither
'Of course the book would be different and maybe quite boring if it wasnt for her but I still didnt like her character majority of the time ',character
'I hear shes one of the least favorite characters and I can see why ',character
'Shes pretty annoying and is always blushing when she sees Harry ',character
'Im guessing she likes him',neither
'Dobby was not my favorite either only because he tried telling Harry what to do but at the end sure I liked him and was glad he was free because Malfoy was not a good master for him ',neither
'He kicked and hit him for no reasons so Im sure that the reason for his actions when Harry told him to sitThe friendship has definetely grown and Hermione Ron and Harry are just best friends ',plot
'They worry about each and everything about them together is just so cute ',plot
'I will admit that I liked this one a little less than the first one but just a little bit ',neither
'I dont use half stars or anything anymore so dont be thinking the first one was better and this one had its flaws because it really didnt disappoint me ',neither
'I just hated some characters and that happens in all novels and Draco is still one of them ',character
'Hes an asshole fight me',neither
'Like him or not I feel like I will always hate him ',plot
'I feel like he will grow out to be just like this father and become an evil wizard like all Slytherins do ',neither
'I know his appearance wont change and his personality wont either ',neither
'He treats Harry like shit as well because of who he is and sometimes he thinks hes cool because of his father ',character
'But his father is nothing but a lousy and loud man that tries to show off because of his son and because of what he can afford ',neither
'There was nothing new about him and I hate him for almost everything ',character
'Well everything actuallyHarry Potter and the Chamber of Secrets did not disappoint and left me upset but it had different flaws than the first one ',neither
'Bad ones but Im sure theyll be fixed sometimes ',neither
'I just didnt like Dobby at the beginning but like I said I was glad he was free at the end and defended Harry from Lucius Malfoy ',plot
'I know every story has its own improvement and all analyze but this one might be my least favorite ',neither
'Its like I see it coming ',neither
'Overall I cant wait to see where the next journey takes off and how Harry will escape the Dursleys again ',neither
'U U U U UA U UA U UF U U U U U U UF UA U U U U U UC U U U UF U UF UA U U U U U U U UA UC U U U U U UD UA UE U UA U U U U U U U U U UC UA U U U U U U U UE U U U U U U U UA U U UA UF UA U U U UA UD UF U UB U U UA U U U U U UA U UA U U U U U UD U UA U U U U UA U U UC U U U U U U U U UC U UA UF U U UC UFKnight Ridder U U UA U U U U U U U U U U U U UF U U U U U U U U U U U U UA U U U U U U U U U UU U U U U U U U U U UA U U U U U U U U U U U UA UD UF UB U UA U U U UA U U U U UA U U UA U U U UC U U U UF U U UA U U U U UA UD U U U U UD U U UD U U UF U U U UD U U U U U UA U U U U U U UA U U UA U U UD U UA UD U U U U U UA U U U U U U UD U U U UFU U U U UA U U U U U U U U U U UA U U UA U U UA UA U U U U U UE U U U U UF U U U U UA U U U U U U U U U U U U U U UA U U U U U U U U U UF U U U U UF U U UA UA U UA U U UC U U U U UA U U U U U U U U U U U UA U U U U UC U U UU U U U UA U UA U UF U U U U U U UF UA U U U U U UC U U U UF U UF UA U U U U U U U UA UC U U U U U UD UA UE U UA U U U U U U U U U UC UA U U U U U U U UE U U U U U U U UA U U UA UF UA U U U UA UD UF U UB U U UA U U U U U UA U UA U U U U U UD U UA U U U U UA U U UC U U U U U U U U UC U UA UF U U UC UFKnight Ridder U U UA U U U U U U U U U U U U UF U U U U U U U U U U U U UA U U U U U U U U U UU U U U U U U U U U UA U U U U U U U U U U U UA UD UF UB U UA U U U UA U U U U UA U U UA U U U UC U U U UF U U UA U U U U UA UD U U U U UD U U UD U U UF U U U UD U U U U U UA U U U U U U UA U U UA U U UD U UA UD U U U U U UA U U U U U U UD U U U UFU U U U UA U U U U U U U U U U UA U U UA U U UA UA U U U U U UE U U U U UF U U U U UA U U U U U U U U U U U U U U UA U U U U U U U U U UF U U U U UF U U UA UA U UA U U UC U U U U UA U U U U U U U U U U U UA U U U U UC U U U U U U U UA U UA U U U UA UD U UA U U U U U UA U U U U U U UF UC U U U U U U U U U U U U U UA UA U U UU UF U U U U U U U U UA U U U U UA U U UA U U UA U U U U U U U U U UA U U U U U U U U U U UE U U U U UA U U UA U U UA U U U U UA U U U U U U U U U UF U U U U U U U U U UA U U UA U U UA U U UF UA U UA U UF U U U UA U U U U U U U U U U UA U U UA U U UA U UFEF UE U UA U U U U U U U UF U U UA U U U U U UA U U U U U U UE U UU U U U U U U U U U U U U U UA U U U U UA U U UA U U U U U UA UD U U U U U U U U U UF U U UA U UA UD U UA U U U U UE UF U U U U U U U UFU U U U U U UA U U U U UA U U U U UF UA U UUD U U U U U UA U U U U U U U U U UA UF U U U U U U U U U U UF U U U U U U UA U UA U UD U U UC UF UA UF U U U U U U UC UF UA UF U U U U U U U U UE UA U U U U U U U U U UA U U UA UU U U U U U U U U U U U U U U UD U U U U UD UU U U UA U U U U U U U U U U U U U U U U UU UD U UF U U U U U UA ',neither
'Since pretty much everyone I know has read these books I figure reviewing them is pretty pointless ',neither
'But with the new book coming out in a couple of weeks I have to go through them beginning to end ',neither
'To make the reviews more entertaining I will be doing them in a variety of unexpected formats ',neither
'For this review I will be writing as someone whos just getting into Freudian theoryFrom the very beginning the true nature of this story is quite obvious The Chamber of Secrets ',neither
'There is only one cSince pretty much everyone I know has read these books I figure reviewing them is pretty pointless ',neither
'But with the new book coming out in a couple of weeks I have to go through them beginning to end ',neither
'To make the reviews more entertaining I will be doing them in a variety of unexpected formats ',neither
